timestamp,gx,gy,gz
1631632613046,4.029998779296875,-2.803802490234375,2.983245849609375
1631632613046,4.029998779296875,-3.0206298828125,3.386993408203125
1631632613046,4.134674072265625,-2.6019287109375,3.102874755859375
1631632613100,3.99261474609375,-3.0206298828125,3.087921142578125
1631632613101,3.970184326171875,-3.24493408203125,2.9010009765625
1631632613101,4.284210205078125,-3.551483154296875,2.67669677734375
1631632613117,4.306640625,-3.207550048828125,2.5421142578125
1631632613121,4.486083984375,-3.043060302734375,2.190704345703125
1631632613123,4.568328857421875,-3.529052734375,2.55706787109375
1631632613205,4.725341796875,-3.342132568359375,2.6019287109375
1631632613205,4.5159912109375,-3.611297607421875,2.51220703125
1631632613211,4.837493896484375,-2.818756103515625,2.639312744140625
1631632613263,4.732818603515625,-2.67669677734375,3.222503662109375
1631632613264,4.732818603515625,-2.340240478515625,3.63372802734375
1631632613279,5.15899658203125,-1.652374267578125,4.11224365234375
1631632613279,4.85992431640625,-1.3458251953125,3.895416259765625
1631632613280,5.076751708984375,-1.592559814453125,3.99261474609375
1631632613370,5.286102294921875,-2.594451904296875,4.65057373046875
1631632613370,5.316009521484375,-2.13836669921875,4.366455078125
1631632613371,5.241241455078125,-3.22998046875,4.673004150390625
1631632613431,4.91973876953125,-3.4393310546875,4.418792724609375
1631632613432,4.777679443359375,-3.3795166015625,4.373931884765625
1631632613434,4.403839111328125,-2.684173583984375,4.18701171875
1631632613507,4.209442138671875,-2.5421142578125,3.955230712890625
1631632613509,4.2767333984375,-2.91595458984375,3.985137939453125
1631632613510,4.702911376953125,-3.24493408203125,3.701019287109375
1631632613517,5.061798095703125,-2.953338623046875,3.686065673828125
1631632613517,4.867401123046875,-3.162689208984375,3.730926513671875
1631632613530,4.957122802734375,-3.013153076171875,4.02252197265625
1631632613583,4.9346923828125,-2.564544677734375,4.104766845703125
1631632613584,4.8748779296875,-2.49725341796875,4.26177978515625
1631632613585,5.061798095703125,-2.37762451171875,4.42626953125
1631632613657,4.83001708984375,-2.4224853515625,4.463653564453125
1631632613659,4.628143310546875,-2.654266357421875,4.299163818359375
1631632613661,4.366455078125,-2.773895263671875,3.87298583984375
1631632613691,4.119720458984375,-2.79632568359375,3.357086181640625
1631632613691,4.11224365234375,-2.534637451171875,3.529052734375
1631632613692,4.2169189453125,-2.444915771484375,3.102874755859375
1631632613765,4.104766845703125,-2.40753173828125,2.893524169921875
1631632613765,3.985137939453125,-2.579498291015625,3.050537109375
1631632613766,3.910369873046875,-2.699127197265625,2.76641845703125
1631632613805,3.828125,-2.788848876953125,2.67669677734375
1631632613805,3.7982177734375,-2.743988037109375,2.91595458984375
1631632613813,3.63372802734375,-2.7215576171875,2.91595458984375
1631632613900,3.985137939453125,-1.547698974609375,2.0635986328125
1631632613900,4.1571044921875,-2.03369140625,2.22808837890625
1631632613900,3.99261474609375,-2.1832275390625,2.51220703125
1631632613941,4.074859619140625,-1.562652587890625,2.235565185546875
1631632613942,4.4561767578125,-1.06170654296875,2.1832275390625
1631632613944,4.38140869140625,-1.173858642578125,2.205657958984375
1631632613982,3.887939453125,-1.36077880859375,2.392578125
1631632613982,4.119720458984375,-0.785064697265625,2.220611572265625
1631632613982,4.194488525390625,-1.622467041015625,2.3626708984375
1631632614060,4.0673828125,-0.157012939453125,1.876678466796875
1631632614064,4.366455078125,0.2392578125,1.428070068359375
1631632614065,4.71038818359375,0.34393310546875,0.73272705078125
1631632614146,5.06927490234375,0.4486083984375,0.4486083984375
1631632614146,5.42816162109375,0.919647216796875,0.3289794921875
1631632614146,5.420684814453125,1.413116455078125,0.5682373046875
1631632614196,5.316009521484375,1.502838134765625,0.43365478515625
1631632614198,5.5926513671875,1.981353759765625,-0.022430419921875
1631632614200,5.390777587890625,4.029998779296875,-0.059814453125
1631632614227,5.30853271484375,7.10296630859375,-1.143951416015625
1631632614228,5.90667724609375,9.577789306640623,-2.624359130859375
1631632614229,6.68426513671875,10.27313232421875,-3.895416259765625
1631632614294,7.0281982421875,10.998382568359377,-4.306640625
1631632614295,7.020721435546875,11.58905029296875,-5.136566162109375
1631632614296,7.259979248046875,11.417083740234377,-5.884246826171875
1631632614380,7.34222412109375,11.207733154296877,-6.437530517578125
1631632614383,7.693634033203125,11.14044189453125,-6.213226318359375
1631632614385,8.127288818359375,10.2880859375,-6.018829345703125
1631632614407,7.738494873046875,9.5404052734375,-5.4730224609375
1631632614409,6.998291015625,8.680572509765625,-4.164581298828125
1631632614411,6.811370849609375,7.6861572265625,-2.609405517578125
1631632614473,5.27862548828125,4.97955322265625,0.426177978515625
