timestamp,gx,gy,gz
1629457672160,0.4025,0.22750000000000004,-0.2625
1629457672170,0.22750000000000004,0.15750000000000003,-0.43750000000000006
1629457672179,0.22750000000000004,-0.07,-0.5775
1629457672189,0.1925,-0.12250000000000001,-0.6300000000000001
1629457672198,-0.035,-0.035,-0.6475000000000001
1629457672208,-0.08750000000000001,-0.22750000000000004,-0.665
1629457672218,-0.21000000000000002,-0.24500000000000002,-0.5950000000000001
1629457672227,-0.43750000000000006,-0.12250000000000001,-0.525
1629457672237,-0.5775,-0.052500000000000005,-0.36750000000000005
1629457672246,-0.77,0.035,-0.15750000000000003
1629457672256,-0.7350000000000001,-0.035,0.035
1629457672266,-0.6300000000000001,-0.17500000000000002,0.24500000000000002
1629457672275,-0.385,-0.43750000000000006,0.5075000000000001
1629457672285,-0.42000000000000004,-0.052500000000000005,0.5425000000000001
1629457672294,-0.3325,0.14,0.7875000000000001
1629457672304,-0.17500000000000002,0.14,1.1725
1629457672314,-0.12250000000000001,0.49000000000000005,1.2600000000000002
1629457672323,0.0175,0.6125,1.2600000000000002
1629457672333,0.0175,0.665,1.1725
1629457672342,0.21000000000000002,0.5075000000000001,1.2600000000000002
1629457672352,0.42000000000000004,0.1925,1.33
1629457672362,0.36750000000000005,-0.0175,1.12
1629457672371,0.31500000000000006,0.0175,0.7175
1629457672381,0.10500000000000001,0.35000000000000003,0.1925
1629457672390,0.0175,0.5075000000000001,-0.22750000000000004
1629457672400,0.14,0.22750000000000004,-0.385
1629457672410,0.21000000000000002,-0.14,-0.5075000000000001
1629457672419,0.14,-0.385,-0.6475000000000001
1629457672429,0.14,-0.47250000000000003,-0.6825000000000001
1629457672438,0.035,-0.3325,-0.665
1629457672448,0.14,-0.31500000000000006,-0.805
1629457672458,0.3325,-0.31500000000000006,-0.9975
1629456577002,0.1925,-0.665,-0.052500000000000005
1629456577011,0.43750000000000006,-0.9800000000000001,-0.035
1629456577021,0.4025,-0.9800000000000001,0.12250000000000001
1629456577030,0.2625,-0.8225000000000001,-0.035
1629456577040,0.17500000000000002,-0.7000000000000001,-0.2625
1629456577050,-0.08750000000000001,-0.525,-0.385
1629456577059,-0.29750000000000004,-0.47250000000000003,-0.4025
1629456577069,-0.24500000000000002,-0.7350000000000001,-0.22750000000000004
1629456577078,-0.2625,-0.805,-0.14
1629456577088,-0.29750000000000004,-0.6125,-0.21000000000000002
1629456577098,-0.29750000000000004,-0.31500000000000006,-0.29750000000000004
1629456577107,-0.2625,0.17500000000000002,-0.28
1629456577117,-0.10500000000000001,0.22750000000000004,-0.2625
1629456577126,0.1925,-0.035,-0.14
1629456577136,0.3325,-0.35000000000000003,-0.035
1629456577146,0.385,-0.5425000000000001,0.0
1629456577155,0.31500000000000006,-0.43750000000000006,0.052500000000000005
1629456577165,0.45500000000000007,-0.385,0.1925
1629456577174,0.5425000000000001,-0.29750000000000004,0.36750000000000005
1629456577184,0.6125,-0.2625,0.42000000000000004
1629456577194,0.665,-0.3325,0.35000000000000003
1629456577203,0.6825000000000001,-0.5425000000000001,0.15750000000000003
1629456577213,0.45500000000000007,-0.665,-0.12250000000000001
1629456577222,0.1925,-0.8225000000000001,-0.2625
1629456577232,0.052500000000000005,-1.1375000000000002,-0.15750000000000003
1629456577242,-0.08750000000000001,-1.155,-0.08750000000000001
1629456577251,-0.14,-0.9625000000000001,-0.12250000000000001
1629456577261,-0.15750000000000003,-0.8750000000000001,-0.035
1629456577270,-0.15750000000000003,-0.7350000000000001,-0.07
1629456577280,-0.0175,-0.7175,-0.15750000000000003
1629456577290,0.12250000000000001,-0.8400000000000001,-0.10500000000000001
1629456577299,0.10500000000000001,-0.8750000000000001,-0.0175
1629456577309,-0.15750000000000003,-0.42000000000000004,-0.07
1629456577318,-0.17500000000000002,-0.47250000000000003,-0.15750000000000003
1629456577328,-0.12250000000000001,-1.05,0.07
