timestamp,vertical,lateral,sagittal
1629795340006,-0.963855421686747,-0.12048192771084337,0.1927710843373494
1629795340016,-0.9759036144578314,-0.13253012048192772,0.1927710843373494
1629795340026,-0.963855421686747,-0.14457831325301204,0.1927710843373494
1629795340036,-0.963855421686747,-0.1566265060240964,0.1927710843373494
1629795340046,-0.9759036144578314,-0.1566265060240964,0.1927710843373494
1629795340056,-1.0,-0.14457831325301204,0.20481927710843373
1629795340066,-0.9759036144578314,-0.14457831325301204,0.20481927710843373
1629795340076,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340086,-1.0,-0.18072289156626506,0.20481927710843373
1629795340096,-0.9759036144578314,-0.1686746987951807,0.20481927710843373
1629795340106,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340116,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340126,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340136,-0.963855421686747,-0.1566265060240964,0.20481927710843373
1629795340146,-1.0,-0.14457831325301204,0.20481927710843373
1629795340156,-0.9879518072289156,-0.14457831325301204,0.20481927710843373
1629795340166,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340176,-0.9759036144578314,-0.14457831325301204,0.20481927710843373
1629795340186,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340196,-0.963855421686747,-0.1566265060240964,0.20481927710843373
1629795340206,-0.9518072289156626,-0.1686746987951807,0.20481927710843373
1629795340216,-0.9518072289156626,-0.1686746987951807,0.20481927710843373
1629795340226,-0.9759036144578314,-0.18072289156626506,0.20481927710843373
1629795340236,-0.9759036144578314,-0.1686746987951807,0.20481927710843373
1629795340246,-1.0,-0.1686746987951807,0.20481927710843373
1629795340256,-1.0,-0.1686746987951807,0.20481927710843373
1629795340266,-1.0,-0.1686746987951807,0.20481927710843373
1629795340276,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340286,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340296,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340306,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340316,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340326,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340336,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340346,-0.963855421686747,-0.12048192771084337,0.20481927710843373
1629795340356,-0.963855421686747,-0.12048192771084337,0.20481927710843373
1629795340366,-0.963855421686747,-0.12048192771084337,0.20481927710843373
1629795340376,-0.9518072289156626,-0.12048192771084337,0.20481927710843373
1629795340386,-0.963855421686747,-0.12048192771084337,0.21686746987951808
1629795340396,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340406,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340416,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340426,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340436,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340446,-0.9759036144578314,-0.13253012048192772,0.20481927710843373
1629795340456,-0.9518072289156626,-0.13253012048192772,0.20481927710843373
1629795340466,-0.9518072289156626,-0.14457831325301204,0.20481927710843373
1629795340476,-0.9518072289156626,-0.1566265060240964,0.20481927710843373
1629795340486,-0.9518072289156626,-0.1566265060240964,0.20481927710843373
1629795340496,-0.9518072289156626,-0.1566265060240964,0.20481927710843373
1629795340506,-0.963855421686747,-0.1566265060240964,0.20481927710843373
1629795340516,-0.963855421686747,-0.1686746987951807,0.20481927710843373
1629795340526,-1.0,-0.14457831325301204,0.20481927710843373
1629795340536,-0.9879518072289156,-0.14457831325301204,0.20481927710843373
1629795340546,-0.9759036144578314,-0.1686746987951807,0.20481927710843373
1629795340556,-0.963855421686747,-0.1686746987951807,0.20481927710843373
1629795340566,-0.963855421686747,-0.1566265060240964,0.20481927710843373
1629795340576,-0.963855421686747,-0.13253012048192772,0.20481927710843373
1629795340586,-0.963855421686747,-0.14457831325301204,0.20481927710843373
1629795340596,-0.9879518072289156,-0.14457831325301204,0.20481927710843373
1629795340606,-0.9879518072289156,-0.1566265060240964,0.20481927710843373
1629795340616,-0.9879518072289156,-0.14457831325301204,0.20481927710843373
1629795340626,-0.9879518072289156,-0.1566265060240964,0.20481927710843373
1629795340636,-0.9759036144578314,-0.1566265060240964,0.20481927710843373
1629795340646,-0.9759036144578314,-0.14457831325301204,0.20481927710843373
1629795340656,-0.9759036144578314,-0.14457831325301204,0.1927710843373494
1629795340666,-0.9879518072289156,-0.1566265060240964,0.18072289156626506
1629795340676,-0.9759036144578314,-0.1566265060240964,0.1927710843373494
1629795340686,-0.9759036144578314,-0.1566265060240964,0.1927710843373494
1629795340696,-0.963855421686747,-0.1566265060240964,0.18072289156626506
1629795340706,-0.963855421686747,-0.14457831325301204,0.1927710843373494
1629795340716,-0.963855421686747,-0.13253012048192772,0.18072289156626506
1629795340726,-0.963855421686747,-0.14457831325301204,0.1927710843373494
